carat,cut,color,clarity,depth,table,x,y,z,price
0.6,Premium,D,SI2,62.0,57.0,5.43,5.35,3.34,1196.0
0.42,Premium,E,VS2,,59.0,4.8,4.76,3.0,1024.0
0.52,Premium,G,VVS2,61.1,59.0,5.2,5.15,3.16,2012.0
0.52,Ideal,G,VVS2,60.8,57.0,5.2,5.17,3.15,1878.0
0.8,Premium,G,IF,62.6,58.0,5.93,5.89,3.7,4193.0
0.74,Very Good,G,VS1,59.8,58.0,5.85,5.89,3.51,2896.0
0.72,Ideal,E,VS2,61.3,57.0,5.76,5.79,3.54,3223.0
0.33,Ideal,G,VS1,61.9,56.0,4.48,4.44,2.76,854.0
0.32,Ideal,E,VS2,62.1,55.0,4.4,4.36,2.72,900.0
0.58,Very Good,H,VS2,61.2,55.8,5.39,5.41,3.3,1633.0
0.35,Fair,F,VVS1,54.6,59.0,4.85,4.79,2.63,1011.0
1.59,Ideal,J,VVS2,60.3,57.0,7.65,7.58,4.59,8227.0
1.24,Premium,D,SI2,61.4,59.0,6.91,6.87,4.23,6965.0
0.5,Premium,F,VVS2,60.9,58.0,5.13,5.09,3.11,2016.0
0.91,Ideal,F,SI1,62.0,55.0,6.21,6.24,3.86,5176.0
0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,2041.0
2.23,Premium,J,SI2,61.3,60.0,8.4,8.35,5.13,13931.0
0.71,Ideal,I,SI1,61.5,55.0,5.76,5.79,3.55,2721.0
2.0,Fair,J,SI1,66.4,55.0,7.82,7.67,5.15,11189.0
0.41,Very Good,G,SI1,62.9,56.0,4.7,4.75,2.97,719.0
0.72,Very Good,G,SI2,62.1,59.0,5.66,5.73,3.54,2015.0
1.02,Premium,F,VS1,60.8,59.0,6.49,6.46,3.94,7677.0
0.38,Ideal,G,SI2,62.8,57.0,4.58,4.59,2.88,566.0
1.21,Premium,I,SI1,60.6,56.0,6.97,6.89,4.2,5556.0
0.7,Ideal,F,VVS1,62.7,54.0,5.66,5.7,3.56,4021.0
1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,4368.0
0.8,Ideal,I,SI1,59.4,58.0,6.07,6.09,3.61,2927.0
0.31,Ideal,H,SI1,61.8,54.0,4.34,4.36,2.69,464.0
0.55,Ideal,D,SI1,61.3,56.0,5.28,5.33,3.25,1611.0
1.06,Ideal,I,VVS2,62.2,55.0,6.51,6.55,4.06,6069.0
1.02,Ideal,I,SI2,62.9,56.0,6.45,6.37,4.03,3521.0
0.4,Ideal,E,SI1,62.7,57.0,4.72,4.69,2.95,945.0
0.8,Very Good,F,SI2,61.0,60.0,5.95,5.98,3.64,2460.0
0.32,Ideal,E,SI1,61.8,55.0,4.45,4.42,2.74,720.0
0.4,Ideal,I,VVS2,62.4,55.0,4.73,4.7,2.94,1035.0
0.31,Premium,G,SI2,62.3,57.0,4.37,4.33,2.71,523.0
0.71,Very Good,J,SI1,59.1,61.0,5.82,5.85,3.45,1861.0
1.15,Premium,I,SI1,62.2,59.0,6.75,6.68,4.18,4830.0
2.0,Fair,F,I1,66.1,57.0,7.84,7.7,5.14,6532.0
1.07,Very Good,F,VS1,62.0,58.0,6.57,6.59,4.08,7118.0
1.02,Ideal,E,SI1,62.3,54.0,6.45,6.49,4.03,5509.0
0.71,Good,J,VS2,63.8,58.0,5.61,5.58,3.57,1774.0
0.7,Good,I,VVS2,63.3,55.0,5.61,5.67,3.57,2394.0
0.37,Ideal,G,IF,61.2,56.0,4.65,4.67,2.85,1056.0
0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,3070.0
0.71,Premium,H,VS2,62.1,58.5,5.68,5.73,3.55,2549.0
1.23,Good,D,I1,63.7,58.0,6.72,6.79,4.3,3977.0
1.6,Ideal,F,SI2,61.7,56.0,7.5,7.53,4.64,10472.0
1.01,Fair,I,SI1,65.5,58.0,6.28,6.24,4.1,3280.0
0.31,Very Good,G,VS2,63.2,58.0,4.3,4.28,2.71,651.0
0.4,Ideal,I,VS2,62.6,54.0,4.74,4.75,2.97,667.0
0.54,Ideal,E,VVS2,61.1,57.0,5.27,5.24,3.21,2375.0
2.52,Ideal,I,SI1,61.5,56.0,8.76,8.69,5.37,17231.0
2.01,Good,I,VS2,63.8,58.0,7.82,7.89,5.01,15147.0
0.27,Ideal,G,IF,61.6,57.0,4.18,4.21,2.58,566.0
0.31,Ideal,F,VS2,62.6,57.0,4.29,4.33,2.7,625.0
0.28,Very Good,E,VS2,60.4,59.0,4.22,4.26,2.56,487.0
0.42,Ideal,I,SI1,61.0,56.0,4.86,4.83,2.96,914.0
1.38,Ideal,G,SI2,61.4,55.0,7.2,7.17,4.41,7094.0
1.23,Premium,G,VS1,59.6,60.0,6.99,6.94,4.15,8293.0
0.5,Ideal,G,IF,60.8,54.0,5.19,5.2,3.16,2287.0
1.7,Premium,H,VS2,,60.0,7.61,7.57,4.7,12992.0
0.31,Ideal,H,VS1,62.0,54.0,4.35,4.39,2.71,544.0
1.74,Ideal,J,SI1,62.1,54.0,7.73,7.69,4.79,9208.0
0.41,Very Good,E,VVS1,60.0,61.0,4.78,4.86,2.89,1057.0
1.06,Ideal,I,VS1,61.8,56.0,6.5,6.57,4.05,6060.0
0.55,Ideal,D,VS2,58.5,58.0,5.42,5.39,3.16,2079.0
1.63,Good,F,SI1,59.8,56.0,7.57,7.64,4.55,13187.0
0.7,Good,F,SI1,57.9,63.0,5.8,5.84,3.37,2190.0
0.3,Premium,D,SI1,62.6,59.0,4.27,4.23,2.66,709.0
1.03,Ideal,F,SI1,62.1,56.0,6.5,6.46,4.03,6183.0
0.9,Ideal,G,SI2,62.8,54.0,6.11,6.15,3.85,3820.0
0.41,Ideal,E,VS1,61.5,56.0,4.77,4.79,2.94,1007.0
0.92,Premium,H,SI1,62.4,58.0,6.19,6.22,3.87,3624.0
0.72,Good,E,SI1,63.9,58.0,5.72,5.64,3.63,2305.0
1.74,Premium,I,SI2,62.2,58.0,7.65,7.61,4.75,7858.0
0.52,Ideal,D,SI1,60.9,57.0,5.17,5.21,3.16,1600.0
0.32,Ideal,G,VVS2,61.4,56.0,4.42,4.44,2.72,692.0
2.08,Good,I,SI2,63.8,58.0,8.1,8.02,5.14,14084.0
0.36,Ideal,D,VS2,61.0,56.0,4.63,4.59,2.81,1094.0
0.9,Very Good,H,SI2,59.5,63.0,6.26,6.31,3.74,3160.0
0.51,Premium,F,VVS2,62.3,58.0,5.08,5.1,3.17,1953.0
0.91,Premium,D,VS2,62.0,58.0,6.2,6.15,3.83,5167.0
1.27,Premium,I,SI1,60.9,59.0,6.99,6.94,4.24,5690.0
1.5,Very Good,H,SI1,62.0,63.0,7.24,7.19,4.47,7459.0
0.24,Very Good,E,VVS2,57.7,61.0,4.12,4.13,2.38,478.0
1.0,Fair,J,SI2,56.3,64.0,6.58,6.54,3.69,3199.0
0.52,Good,G,SI1,64.3,61.0,5.01,4.97,3.21,1147.0
1.25,Premium,J,VS1,62.0,58.0,6.89,6.92,4.28,5500.0
0.5,Very Good,D,VS2,63.4,58.0,5.04,5.06,3.2,1646.0
0.3,Premium,E,VS2,59.2,59.0,4.37,4.41,2.6,658.0
0.7,Good,E,SI2,60.7,61.0,5.69,5.71,3.46,2405.0
0.92,Ideal,I,SI1,61.8,57.0,6.27,6.25,3.87,3323.0
0.3,Very Good,I,VS1,62.0,58.0,4.25,4.3,2.65,473.0
1.3,Ideal,F,SI2,62.2,56.0,7.0,6.96,4.34,6559.0
0.32,Very Good,F,SI2,62.6,56.0,4.37,4.41,2.75,421.0
0.33,Ideal,D,VS2,60.3,55.0,4.52,4.5,2.72,855.0
2.03,Fair,H,SI1,65.4,58.0,7.91,7.88,5.16,14646.0
1.0,Very Good,D,SI2,59.5,62.0,6.49,6.52,3.87,4543.0
1.01,Ideal,F,VS2,60.3,56.0,6.56,6.5,3.94,6794.0
0.33,Ideal,I,VS1,61.6,57.0,4.41,4.46,2.73,521.0
0.36,Very Good,G,VVS1,62.8,57.0,4.52,4.55,2.85,821.0
1.12,Ideal,E,SI2,60.5,55.0,6.73,6.79,4.09,5000.0
0.5,Premium,E,I1,,60.0,5.18,5.03,3.14,840.0
0.35,Ideal,J,VS2,,55.0,4.55,4.57,2.8,446.0
0.52,Ideal,G,SI2,61.1,56.0,5.19,5.22,3.18,1100.0
0.78,Ideal,G,VS2,61.7,55.0,5.94,5.89,3.65,3184.0
1.29,Good,I,I1,64.2,54.0,6.93,6.83,4.42,3098.0
1.0,Fair,J,SI2,69.9,61.0,6.13,5.86,4.23,2117.0
2.01,Premium,F,SI2,61.3,58.0,8.14,8.07,4.97,14067.0
0.38,Ideal,F,VS2,62.0,54.0,4.64,4.69,2.89,796.0
1.01,Good,F,VVS2,61.1,65.0,6.38,6.42,3.91,8956.0
0.24,Very Good,J,VVS2,62.8,57.0,3.94,3.96,2.48,336.0
1.02,Ideal,E,VVS1,61.4,57.0,6.39,6.47,3.95,11028.0
0.26,Ideal,G,VS1,62.1,55.0,4.09,4.12,2.55,478.0
0.7,Ideal,F,SI1,61.9,57.0,5.66,5.75,3.53,2230.0
0.54,Ideal,H,VS1,62.7,57.0,5.23,5.17,3.26,1637.0
1.03,Very Good,G,SI1,63.1,58.0,6.41,6.37,4.03,4903.0
0.32,Ideal,H,IF,61.1,56.0,4.45,4.48,2.73,814.0
0.37,Ideal,G,IF,61.2,56.0,4.61,4.64,2.83,1056.0
1.01,Good,G,VS2,62.0,61.0,6.29,6.38,3.93,5497.0
1.21,Very Good,H,SI1,60.2,58.0,6.89,6.93,4.16,6229.0
0.9,Premium,J,VS2,59.8,62.0,6.24,6.21,3.72,2863.0
0.34,Very Good,H,VS2,63.1,56.0,4.46,4.41,2.8,689.0
0.91,Premium,H,VS2,61.8,60.0,6.18,6.22,3.83,4313.0
0.41,Ideal,E,SI1,62.6,57.0,4.72,4.73,2.96,755.0
1.0,Premium,D,SI1,62.3,60.0,6.23,6.19,3.87,4469.0
0.42,Ideal,D,VVS2,62.1,55.0,4.81,4.79,2.98,1389.0
1.2,Ideal,E,VVS1,61.6,57.0,6.78,6.83,4.19,13474.0
1.32,Ideal,G,SI2,62.9,57.0,6.98,6.94,4.38,6409.0
0.63,Ideal,D,VS2,61.5,54.0,5.54,5.58,3.42,2013.0
0.34,Ideal,F,SI1,61.1,56.0,4.52,4.55,2.77,537.0
1.04,Very Good,I,SI1,64.1,57.0,6.35,6.38,4.08,4190.0
0.6,Very Good,E,VS1,63.2,56.0,5.39,5.3,3.38,2177.0
0.72,Ideal,D,VS2,62.1,57.0,5.69,5.75,3.55,3179.0
0.54,Ideal,D,VS2,61.8,57.0,5.26,5.22,3.24,1993.0
0.38,Ideal,J,VS2,62.1,54.0,4.65,4.69,2.9,532.0
0.53,Ideal,H,VS2,62.5,56.0,5.19,5.15,3.23,1412.0
0.35,Ideal,G,VS2,62.5,53.0,4.53,4.56,2.84,615.0
1.1,Premium,H,SI1,60.4,60.0,6.72,6.68,4.05,5056.0
0.34,Very Good,D,SI1,60.2,60.0,4.5,4.54,2.72,626.0
1.01,Ideal,G,VS2,61.0,56.0,6.47,6.51,3.96,6734.0
0.7,Very Good,I,VS1,62.4,58.0,5.62,5.67,3.52,1971.0
2.51,Ideal,H,SI1,62.9,56.0,8.65,8.61,5.43,15324.0
0.54,Premium,E,VS1,60.3,58.0,5.26,5.32,3.19,1939.0
0.59,Very Good,J,VS2,61.9,58.0,5.35,5.38,3.32,1287.0
1.0,Ideal,D,VS1,62.4,55.0,6.4,6.43,4.0,7966.0
0.3,Premium,J,VS1,62.6,58.0,4.32,4.27,2.69,506.0
0.3,Ideal,G,IF,62.0,56.0,4.31,4.3,2.67,956.0
1.0,Good,H,SI2,63.2,60.0,6.27,6.33,3.98,3991.0
0.23,Ideal,E,SI2,61.5,55.0,3.95,3.98,2.43,326.0
0.91,Very Good,D,SI1,62.8,57.0,6.12,6.17,3.86,4303.0
0.71,Fair,D,VS2,56.9,65.0,5.89,5.84,3.34,2858.0
0.32,Ideal,G,SI2,61.6,56.0,4.4,4.43,2.72,459.0
0.56,Ideal,E,VS1,61.2,56.0,5.3,5.34,3.26,2085.0
0.3,Ideal,E,SI1,62.4,57.0,4.27,4.29,2.67,499.0
0.41,Ideal,D,SI2,62.3,57.0,4.78,4.75,2.97,876.0
1.28,Good,I,VS2,58.2,64.0,7.09,7.03,4.11,5319.0
0.33,Premium,H,IF,62.0,58.0,4.39,4.42,2.73,868.0
2.18,Very Good,G,SI2,63.3,59.0,8.25,8.2,5.2,12377.0
1.02,Ideal,G,SI1,62.4,55.0,6.43,6.48,4.03,5016.0
0.48,Very Good,F,VS2,62.6,55.0,5.0,5.07,3.15,1311.0
1.01,Fair,G,SI2,59.8,66.0,6.42,6.48,3.86,3816.0
0.52,Ideal,I,VS2,61.9,58.0,5.14,5.17,3.19,1232.0
1.51,Premium,J,SI1,61.2,62.0,7.36,7.32,4.49,6976.0
0.41,Ideal,H,VS1,61.1,56.0,4.83,4.86,2.96,1269.0
0.7,Ideal,F,VS2,62.3,53.0,5.69,5.73,3.56,2907.0
0.41,Ideal,E,VVS1,61.3,57.0,4.79,4.77,2.93,1431.0
0.41,Very Good,G,VS1,60.6,56.0,4.83,4.87,2.94,976.0
0.43,Premium,F,VS2,59.8,58.0,4.94,4.89,2.94,968.0
0.34,Ideal,D,VS2,60.8,57.0,4.5,4.52,2.74,805.0
0.9,Very Good,I,VS2,63.4,56.0,6.09,6.12,3.87,3489.0
1.2,Very Good,F,SI1,63.3,58.0,6.63,6.57,4.18,6955.0
0.3,Ideal,D,VS2,61.4,55.0,4.32,4.34,2.66,710.0
0.63,Very Good,H,VVS2,63.2,60.0,5.49,5.39,3.44,1932.0
0.55,Good,D,SI2,63.3,56.0,5.21,5.24,3.31,1272.0
0.56,Premium,E,VVS2,61.5,58.0,5.3,5.33,3.27,2279.0
0.55,Ideal,I,VS1,62.2,55.0,5.26,5.29,3.28,1238.0
0.79,Premium,G,VS2,62.3,58.0,5.92,5.89,3.68,2959.0
0.74,Very Good,J,IF,60.3,58.0,5.82,5.86,3.52,2277.0
2.0,Good,G,VS2,64.1,55.0,7.94,7.88,5.07,17898.0
0.71,Premium,G,VS2,61.9,62.0,5.72,5.69,3.53,2694.0
0.51,Ideal,G,IF,62.9,58.0,5.07,5.11,3.2,2146.0
0.41,Ideal,F,VS2,61.8,56.0,4.8,4.78,2.96,1107.0
1.01,Premium,H,VS2,60.7,61.0,6.47,6.39,3.9,4921.0
1.02,Ideal,D,VS2,61.5,56.0,6.46,6.49,3.99,9502.0
0.9,Good,G,VS1,63.6,58.0,6.12,6.09,3.88,4460.0
1.23,Very Good,G,VVS1,61.2,55.8,6.9,6.94,4.23,11081.0
2.63,Premium,J,I1,62.3,61.0,8.81,8.76,5.47,10628.0
1.01,Ideal,E,SI2,61.9,56.0,6.46,6.43,3.99,4921.0
1.23,Ideal,I,SI2,62.3,55.0,6.85,6.82,4.26,4773.0
1.01,Premium,H,VS1,61.2,61.0,6.44,6.41,3.93,5294.0
0.25,Very Good,E,VVS1,62.9,58.0,4.01,4.03,2.53,576.0
0.54,Premium,F,SI1,59.7,59.0,5.36,5.3,3.18,1369.0
0.7,Ideal,G,SI1,62.4,56.0,5.66,5.69,3.54,2276.0
0.57,Ideal,G,VS1,62.1,56.0,5.3,5.33,3.3,1851.0
0.3,Ideal,G,VS2,61.3,56.0,4.33,4.28,2.64,675.0
2.05,Ideal,J,SI2,61.6,55.0,8.18,8.11,5.02,12654.0
1.12,Premium,G,IF,61.2,58.0,6.67,6.7,4.09,9440.0
0.38,Ideal,G,VVS2,61.0,56.0,4.67,4.71,2.86,943.0
1.09,Premium,G,VS1,62.5,59.0,6.57,6.54,4.1,6951.0
0.78,Ideal,G,SI2,61.5,56.0,5.94,5.97,3.66,2706.0
1.01,Ideal,F,SI2,60.5,57.0,6.49,6.53,3.94,4416.0
0.42,Very Good,H,SI1,63.2,58.0,4.79,4.77,3.02,898.0
0.5,Fair,G,SI1,65.0,59.0,4.99,4.97,3.24,1050.0
1.03,Very Good,F,SI2,62.2,56.0,6.51,6.48,4.04,4449.0
0.4,Ideal,E,VVS2,61.4,59.0,4.71,4.74,2.9,1106.0
0.57,Ideal,H,SI2,62.0,57.0,5.3,5.35,3.3,1121.0
0.58,Ideal,J,SI1,61.5,55.0,5.36,5.4,3.31,1089.0
0.42,Ideal,G,IF,62.1,56.0,4.8,4.83,2.99,1400.0
1.51,Ideal,H,VS1,62.5,54.0,7.28,7.34,4.57,12071.0
0.34,Very Good,D,VS2,60.0,59.0,4.5,4.56,2.72,730.0
1.01,Premium,E,SI2,60.4,60.0,6.46,6.49,3.91,4790.0
1.01,Very Good,J,SI1,63.0,54.0,6.35,6.41,4.02,4194.0
0.32,Premium,F,VS2,62.1,59.0,4.41,4.35,2.72,828.0
0.3,Good,E,VS2,64.2,57.0,4.24,4.13,2.69,619.0
2.11,Ideal,I,VS1,61.9,57.0,8.28,8.22,5.11,16723.0
0.31,Ideal,G,VVS2,61.7,57.0,4.36,4.39,2.7,671.0
1.02,Premium,G,SI1,62.6,59.0,6.43,6.38,4.01,4449.0
1.01,Premium,H,VS1,61.1,58.0,6.45,6.48,3.95,5416.0
1.16,Good,F,SI2,60.8,65.0,6.78,6.75,4.11,4131.0
1.01,Very Good,F,SI1,62.9,57.0,6.35,6.4,4.01,6075.0
0.7,Good,E,VS2,61.5,61.0,5.64,5.74,3.5,2473.0
0.79,Ideal,H,VVS1,62.0,56.0,5.92,5.96,3.68,3675.0
1.51,Fair,G,VS2,,65.0,7.68,7.57,4.27,8794.0
0.38,Very Good,I,VVS1,62.6,59.0,4.6,4.64,2.89,630.0
0.23,Very Good,F,VS2,61.0,59.0,3.95,3.99,2.42,402.0
0.3,Premium,F,SI1,60.9,58.0,4.37,4.3,2.64,603.0
0.95,Good,E,VS2,57.7,58.0,6.47,6.52,3.75,5272.0
0.56,Ideal,F,SI2,61.9,55.0,5.27,5.31,3.28,1212.0
1.5,Good,F,VS2,63.6,59.0,7.13,7.22,4.56,10995.0
0.41,Ideal,G,VS2,62.7,55.0,4.75,4.79,2.99,827.0
0.52,Very Good,G,VVS1,61.9,61.0,5.11,5.13,3.17,2045.0
0.7,Ideal,H,SI1,60.6,57.0,5.77,5.74,3.48,2536.0
1.03,Very Good,H,VS2,59.9,59.0,6.5,6.52,3.9,5620.0
0.3,Very Good,D,VS1,62.2,58.0,4.25,4.27,2.65,742.0
0.45,Ideal,G,IF,61.7,55.0,4.93,4.96,3.05,1548.0
0.41,Premium,F,VS1,61.1,58.0,4.74,4.78,2.91,1007.0
0.9,Very Good,G,SI2,63.1,55.0,6.16,6.13,3.88,3452.0
0.3,Ideal,E,VVS2,61.8,56.0,4.35,4.33,2.68,1013.0
0.9,Very Good,G,VS1,61.3,61.0,6.15,6.25,3.8,4515.0
1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,6905.0
0.66,Good,G,VS1,61.6,61.0,5.56,5.63,3.43,2139.0
0.72,Ideal,H,VS2,61.7,56.0,5.74,5.77,3.56,3122.0
0.36,Ideal,H,IF,60.6,56.0,4.64,4.66,2.82,980.0
2.2,Ideal,H,SI2,62.6,55.0,8.34,8.31,,14408.0
0.38,Premium,G,SI1,60.0,60.0,4.72,4.65,2.81,855.0
0.31,Very Good,H,VVS2,61.2,60.0,4.37,4.39,2.68,625.0
0.35,Ideal,D,SI1,61.6,55.0,4.56,4.53,2.8,827.0
0.8,Premium,H,SI1,62.5,55.0,5.97,5.93,3.72,2553.0
0.71,Premium,D,VS2,62.5,60.0,5.65,5.61,3.52,2770.0
0.52,Very Good,E,SI1,63.0,54.0,5.11,5.15,3.23,1330.0
0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,638.0
0.3,Ideal,J,VS1,62.2,57.0,4.27,4.28,2.66,411.0
0.34,Ideal,E,VS1,60.8,57.0,4.49,4.53,2.74,805.0
0.26,Ideal,G,VVS1,62.8,54.0,4.07,4.09,2.56,605.0
0.76,Ideal,D,VS2,61.2,57.0,5.91,5.89,3.61,3384.0
0.32,Ideal,E,VS2,62.3,56.0,4.41,4.38,2.74,900.0
0.28,Very Good,E,VVS2,60.2,58.0,4.24,4.27,2.56,604.0
0.34,Ideal,D,VS2,62.0,55.0,4.45,4.49,2.77,805.0
0.41,Good,E,SI1,,55.0,4.73,4.75,3.01,654.0
0.34,Ideal,D,IF,59.8,57.0,4.57,4.59,2.74,2287.0
1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,4405.0
0.33,Ideal,E,VS2,62.3,56.0,4.46,4.47,2.78,723.0
0.33,Ideal,G,VS1,61.4,54.0,4.48,4.44,2.74,854.0
0.82,Very Good,I,SI1,62.3,58.0,5.94,6.0,3.72,2602.0
1.2,Ideal,E,SI2,61.1,55.0,6.9,6.87,4.21,5494.0
2.01,Good,H,SI1,63.9,59.0,7.81,7.91,5.02,15467.0
1.04,Ideal,G,SI2,63.1,55.0,6.45,6.52,4.09,4414.0
0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,992.0
0.5,Ideal,F,VS2,62.9,55.0,5.12,5.08,3.21,1736.0
0.82,Ideal,F,SI2,62.3,56.0,5.96,6.02,3.73,2841.0
0.3,Ideal,F,VVS1,61.7,57.0,4.28,4.31,2.65,1041.0
1.15,Ideal,H,SI2,62.0,56.0,6.68,6.75,4.16,4870.0
0.81,Ideal,E,SI2,60.2,57.0,6.1,6.06,3.66,2938.0
0.38,Ideal,D,SI1,61.8,55.0,4.67,4.69,2.89,884.0
1.14,Very Good,J,VS1,60.0,60.0,6.76,6.81,4.07,4702.0
1.53,Premium,G,VS1,60.2,59.0,7.5,7.45,4.5,13119.0
0.31,Ideal,E,VVS2,59.9,62.0,4.4,4.41,2.64,755.0
0.4,Ideal,D,SI2,60.5,57.0,4.73,4.76,2.87,648.0
0.91,Good,H,VS2,63.8,59.0,5.99,5.96,3.82,3192.0
0.7,Good,F,VVS2,63.1,57.0,5.59,5.66,3.55,2940.0
1.5,Very Good,H,VS2,62.8,57.0,7.25,7.3,4.57,10959.0
0.32,Premium,G,VS2,61.9,58.0,4.36,4.43,2.72,561.0
1.02,Ideal,J,VVS2,62.1,57.0,6.46,6.43,4.0,3936.0
0.28,Very Good,G,VVS2,62.5,53.0,4.18,4.21,2.62,522.0
1.01,Premium,G,SI2,59.1,59.0,6.55,6.51,3.86,4242.0
1.12,Premium,H,VS2,,59.0,6.77,6.7,4.08,6052.0
0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,625.0
1.3,Very Good,H,SI2,62.8,58.0,6.93,7.01,4.38,6140.0
0.32,Good,H,VS2,63.1,55.0,4.33,4.36,2.74,505.0
0.41,Good,E,VS2,63.1,64.0,4.66,4.63,2.93,981.0
0.4,Ideal,J,VVS1,61.9,56.0,4.74,4.79,2.95,1136.0
0.3,Ideal,F,VVS1,61.9,57.0,4.3,4.32,2.67,776.0
2.02,Good,H,SI2,59.0,61.0,8.26,8.31,4.89,13144.0
1.67,Premium,H,SI2,62.6,60.0,7.57,7.52,4.72,8118.0
0.31,Ideal,F,VS2,62.1,53.0,4.34,4.39,2.71,625.0
0.32,Very Good,J,VVS1,60.2,60.0,4.42,4.49,2.68,544.0
1.5,Ideal,G,VS2,62.5,55.0,7.26,7.23,4.53,12787.0
1.02,Good,I,SI2,63.6,56.0,6.4,6.37,4.06,3856.0
0.64,Good,F,VS2,59.3,60.7,5.59,5.66,3.34,2063.0
1.14,Premium,H,VS2,61.3,59.0,6.76,6.72,4.13,5700.0
0.31,Premium,D,SI1,60.6,59.0,4.39,4.35,2.65,684.0
1.0,Premium,F,SI2,61.5,59.0,6.47,6.44,3.97,4144.0
1.22,Premium,F,VS2,63.0,60.0,6.85,6.74,4.28,7154.0
0.32,Very Good,H,VS1,62.8,55.0,4.35,4.41,2.75,561.0
0.3,Ideal,F,VS2,62.3,57.0,4.3,4.33,2.69,605.0
1.01,Fair,D,SI1,66.9,54.0,6.25,6.21,4.17,4751.0
1.2,Very Good,E,SI2,63.3,55.0,6.77,6.73,4.27,5645.0
1.03,Very Good,J,VS1,63.4,58.0,6.36,6.42,4.05,4292.0
1.04,Premium,D,SI2,62.4,56.0,6.5,6.45,4.04,5292.0
0.31,Good,E,VVS1,60.9,61.0,4.32,4.35,2.64,725.0
0.3,Premium,G,SI2,62.3,59.0,4.25,4.29,2.66,394.0
1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,9979.0
0.5,Premium,F,SI1,60.1,59.0,5.17,5.14,3.1,1332.0
0.6,Very Good,G,VVS1,60.0,58.0,5.53,5.43,3.29,2485.0
0.9,Very Good,E,SI1,63.2,54.0,6.1,6.17,3.88,4382.0
0.5,Ideal,E,VS2,62.2,54.0,5.08,5.11,3.17,1624.0
1.56,Ideal,G,VVS2,62.5,55.0,7.39,7.45,4.64,15609.0
0.71,Very Good,I,SI1,60.2,58.0,5.76,5.83,3.49,2063.0
0.5,Ideal,D,SI1,61.6,55.0,5.13,5.1,3.15,1654.0
1.01,Very Good,G,VS1,63.5,59.0,6.36,6.31,4.02,6529.0
0.71,Premium,F,SI1,61.1,62.0,5.76,5.72,3.51,2317.0
0.27,Ideal,H,VVS2,62.1,57.0,4.15,4.1,2.56,623.0
0.51,Ideal,D,VS2,61.5,57.0,5.11,5.14,3.15,1787.0
0.73,Ideal,G,VS2,62.5,56.0,5.78,5.74,3.6,2586.0
0.41,Ideal,F,VVS1,62.0,55.0,4.78,4.74,2.95,1356.0
1.01,Fair,F,SI1,,60.0,6.15,6.13,4.06,3197.0
0.38,Ideal,D,VVS1,61.3,56.0,4.65,4.71,2.87,1400.0
0.57,Ideal,H,IF,61.0,57.0,5.35,5.38,3.27,2210.0
0.41,Ideal,E,VVS2,60.9,56.0,4.75,4.81,2.91,1187.0
1.56,Very Good,J,SI2,61.4,58.0,7.4,7.45,4.56,6662.0
0.31,Ideal,G,IF,62.3,56.0,4.34,4.36,2.71,871.0
0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,683.0
0.71,Premium,D,VS2,59.2,59.0,5.86,5.8,3.45,3161.0
0.61,Ideal,G,SI1,62.0,54.0,5.48,5.5,3.4,1579.0
0.62,Premium,E,VVS1,61.9,59.0,5.62,5.5,3.44,3073.0
0.41,Ideal,D,VVS2,62.5,57.0,4.75,4.72,2.96,1181.0
1.51,Good,I,SI1,63.8,59.0,7.27,7.21,4.62,6266.0
1.51,Very Good,E,SI2,63.2,56.0,7.32,7.26,4.61,10012.0
0.74,Ideal,G,VS2,62.9,54.0,5.81,5.78,3.64,2723.0
0.7,Very Good,D,VS2,63.3,56.0,5.6,5.58,3.54,2826.0
1.52,Ideal,I,SI2,61.3,60.0,7.33,7.39,4.51,7582.0
1.0,Very Good,F,VS1,58.1,62.0,6.57,6.62,3.83,6098.0
1.69,Premium,I,I1,62.4,60.0,7.59,7.56,4.73,6436.0
0.95,Good,F,SI2,59.7,57.0,6.41,6.45,3.84,3750.0
0.71,Ideal,F,VS1,62.6,55.0,5.71,5.67,3.56,2920.0
0.38,Ideal,F,VS1,62.8,56.0,4.64,4.59,2.9,998.0
1.09,Ideal,H,VS2,61.4,57.0,6.61,6.65,4.07,6419.0
1.01,Premium,H,VS2,60.6,60.0,6.51,6.49,3.94,5260.0
0.54,Premium,G,VS2,61.0,60.0,5.24,5.18,3.18,1637.0
0.6,Premium,D,SI1,60.4,60.0,5.48,5.44,3.3,1996.0
2.0,Premium,F,SI1,58.8,61.0,8.29,8.23,4.86,17172.0
0.8,Very Good,H,SI1,63.3,58.0,5.93,5.89,3.74,2485.0
2.0,Fair,H,SI1,65.6,58.0,7.92,7.76,5.15,15762.0
